AntColony,artificial/01_knap_wc_100_200_11.csv,100,200,254,1:40:00,50,0:00:00.121912,225,200,6,254,0.75,
Randomized,artificial/01_knap_wc_100_200_11.csv,100,200,254,1:40:00,100,0:00:00.100238,208,194,3,0.2,-,
BranchAndBound,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.000360,254,200,10,-,-,
RatioSortGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.003161,126.0,175.0,12.0,-,-,
ValueSortGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.000224,283.0,267.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.000298,197.0,195.0,21.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.075718,252.0,200,15,-,-,
TopDownDynamicProgramming,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.117549,256,200,11.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.109190,256,200,11.0,-,-,
FullyPolyNomial,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.130790,255.99672,200,10,-,-,
GeneticProgramming,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,-,0:00:00.014386,1834,1818,45,10,-,
AntColony,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,50,0:00:00.129229,223,198,8,254,0.75,
Randomized,artificial/01_knap_wc_100_200_11.csv,100,200,254,16:40:00,100,0:00:01.000265,209,195,3,0.2,-,
BranchAndBound,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.000557,254,200,10,-,-,
RatioSortGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.004042,126.0,175.0,12.0,-,-,
ValueSortGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.000257,283.0,267.0,4.0,-,-,
WeightSortGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.000446,197.0,195.0,21.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.085675,252.0,200,15,-,-,
TopDownDynamicProgramming,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.111401,256,200,11.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.123196,256,200,11.0,-,-,
FullyPolyNomial,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.127931,255.99672,200,10,-,-,
GeneticProgramming,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,-,0:00:00.028898,2261,2227,53,10,-,
AntColony,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,50,0:00:00.127244,228,200,8,254,0.75,
Randomized,artificial/01_knap_wc_100_200_11.csv,100,200,254,6 days, 22:40:00,100,0:00:10.000626,213,200,3,0.2,-,
