BranchAndBound,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.000594,115,100,5,-,-,
RatioSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.000391,71.0,84.0,3.0,-,-,
ValueSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.000203,105.0,98.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.000397,99.0,91.0,8.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.026166,114.0,95,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.007148,116,100,5.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.011008,115,100,5.0,-,-,
FullyPolyNomial,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.013774,113.9924,100,5,-,-,
GeneticProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,-,0:00:00.016003,210,208,7,10,-,
AntColony,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,50,0:00:00.009816,112,99,3,115,0.75,
Randomized,artificial/01_knap_wc_20_100_14.csv,20,100,115,0:10:00,100,0:00:00.010247,105,98,2,0.2,-,
BranchAndBound,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.000773,115,100,5,-,-,
RatioSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.000351,71.0,84.0,3.0,-,-,
ValueSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.000289,105.0,98.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.000420,99.0,91.0,8.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.038741,114.0,95,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.009080,116,100,5.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.014373,116,100,5.0,-,-,
FullyPolyNomial,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.008486,115.99315,100,5,-,-,
GeneticProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,-,0:00:00.018652,244,258,9,10,-,
AntColony,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,50,0:00:00.012000,111,100,4,115,0.75,
Randomized,artificial/01_knap_wc_20_100_14.csv,20,100,115,1:40:00,100,0:00:00.100326,105,95,3,0.2,-,
BranchAndBound,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.000679,115,100,5,-,-,
RatioSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.000429,71.0,84.0,3.0,-,-,
ValueSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.000408,105.0,98.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.000337,99.0,91.0,8.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.029500,114.0,95,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.008790,116,100,5.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.012585,116,100,5.0,-,-,
FullyPolyNomial,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.010780,115.99315,100,5,-,-,
GeneticProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,-,0:00:00.016747,383,375,14,10,-,
AntColony,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,50,0:00:00.011620,111,99,3,115,0.75,
Randomized,artificial/01_knap_wc_20_100_14.csv,20,100,115,16:40:00,100,0:00:01.000369,105,98,2,0.2,-,
BranchAndBound,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.000795,115,100,5,-,-,
RatioSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.000310,71.0,84.0,3.0,-,-,
ValueSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.000402,105.0,98.0,2.0,-,-,
WeightSortGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.000315,99.0,91.0,8.0,-,-,
RatiosortAndConvergeGreedy,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.032291,114.0,95,6,-,-,
TopDownDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.011566,116,100,5.0,-,-,
BottomUpDynamicProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.010737,116,100,5.0,-,-,
FullyPolyNomial,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.010055,115.99315,100,5,-,-,
GeneticProgramming,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,-,0:00:00.019888,257,260,8,10,-,
AntColony,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,50,0:00:00.011195,115,99,4,115,0.75,
Randomized,artificial/01_knap_wc_20_100_14.csv,20,100,115,6 days, 22:40:00,100,0:00:10.000228,100,93,3,0.2,-,
