BottomUpDynamicProgramming,instance_p01.txt,10,[70, 127],-,-,-,0:00:00.001479,333,190,5,-,-,
BottomUpDynamicProgramming,instance_p02.txt,10,[50, 81, 120],-,-,-,0:00:00.001279,369,218,6,-,-,
BottomUpDynamicProgramming,instance_p03.txt,10,[31, 37, 48, 152],-,-,-,0:00:00.001899,393,243,6,-,-,
BottomUpDynamicProgramming,instance_p04.txt,10,[165],-,-,-,0:00:00.001546,309,165,5,-,-,
BottomUpDynamicProgramming,instance_p05.txt,6,[65, 85],-,-,-,0:00:00.000584,345,145,4,-,-,
BottomUpDynamicProgramming,instance_p06.txt,10,[103, 156],-,-,-,0:00:00.001428,451,256,6,-,-,
